"current","sample","length","width","height_est","height_obs","category","poly_type","Two_dim","Film","Line"
"Center North Atlantic Gyre",24,5,4.5,4.05,1.5,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6,3.8,2.407,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.5,3.8,3.209,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6,3,1.5,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,7,5,3.571,0.8,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,7,4.5,2.893,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,8,5,3.125,1.5,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,7,6,5.143,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5,4.5,4.05,1.5,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.5,4,2.909,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,9.5,5.5,3.184,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,8,4,2,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,8,6,4.5,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6,4,2.667,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,7,4.5,2.893,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,8,6,4.5,1,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5,4,3.2,0.7,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,8,3.5,1.531,1.5,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,8.5,4.5,2.382,2,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,11,8,0.009,NA,"Film","PP",1,1,0
"Center North Atlantic Gyre",24,10,10,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",24,7,4,0.009,NA,"Film",NA,1,1,0
"Center North Atlantic Gyre",24,9,3,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,11,7,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,8,4,0.009,NA,"Film","PP",1,1,0
"Center North Atlantic Gyre",24,11,4,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,7,6,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,5,4,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,7,3.5,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,5,4.5,0.009,NA,"Film","PP",1,1,0
"Center North Atlantic Gyre",24,6.039,2.773,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,4.09,3.667,3.288,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.753,3.275,2.858,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.402,3.694,3.1,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.721,3.381,2.421,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.233,2.961,2.071,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.957,3.332,2.24,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.341,3.648,2.492,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.489,3.28,2.397,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.709,2.588,1.422,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.519,3.403,2.563,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.999,3.614,2.613,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.154,3.306,2.631,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.16,3.265,2.563,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,9.07538461538462,0.83,0.83,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",24,38.8015384615385,0.83,0.83,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",24,4.323,2.989,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,16.0676923076923,0.83,0.83,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",24,4.219,3.317,2.608,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.85,3.037,1.902,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,5.228,3.597,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,5.03,3.878,2.99,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.56,4.565,3.748,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.513,3.72,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,3.552,2.793,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,3.828,1.623,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,4.377,3.175,2.303,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.78,3.873,3.138,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.187,3.494,2.916,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.97,3.438,2.977,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.568,2.716,2.067,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.517,3.139,1.512,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.174,3.185,2.43,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,16.2738461538462,0.83,0.83,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",24,4.923,2.885,1.691,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,2.858,1.42,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,3.12,2.352,1.773,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.223,2.871,1.952,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.895,2.559,2.262,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.369,1.663,1.167,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.52,1.618,1.039,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.875,4.012,3.302,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.875,3.725,2.846,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.043,2.451,1.974,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.041,3.362,2.797,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.459,3.919,3.444,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.003,4.077,3.322,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.097,3.917,3.01,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.883,4.019,3.308,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.541,3.002,2.545,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.666,3.643,2.342,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.669,3.673,2.889,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.334,2.542,1.938,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.447,3.838,2.704,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.902,2.865,2.104,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.755,3.426,2.468,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,5.373,2.172,0.878,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.487,3.419,2.13,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.589,3.579,2.791,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.69,3.672,2.37,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.943,2.972,2.24,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.423,2.719,1.671,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.858,3.09,2.475,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.24,2.218,0.939,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.195,3.261,0.009,NA,"Film","PP",1,1,0
"Center North Atlantic Gyre",24,3.211,1.606,0.803,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.788,2.148,1.655,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.132,2.412,1.858,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.753,2.01,1.076,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,4.526,3.824,3.231,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.868,2.525,1.648,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.921,3.233,1.765,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.064,1.842,1.107,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.223,2.827,1.892,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.232,2.016,0.96,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.649,2.898,1.487,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.096,3.37,2.773,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.921,2.625,1.757,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,4.945,2.46,1.224,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.433,3.187,2.291,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.918,4.048,2.369,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.875,2.367,0.954,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.269,3.529,2.364,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.648,2.645,1.918,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.402,2.758,1.728,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.115,1.742,0.974,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.72,3.157,2.679,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.768,2.254,0.751,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.59692307692308,0.83,0.83,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",24,2.373,2.118,1.89,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,7.481,3.009,1.21,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,22.5276923076923,0.83,0.83,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",24,4.159,3.473,2.9,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.733,3.244,2.819,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,3.823,2.263,1.34,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.424,2.848,2.369,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.301,3.103,1.816,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.079,3.498,3,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.561,3.623,2.878,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.372,3.151,2.271,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.577,2.606,1.899,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.468,2.03,1.67,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.287,3.137,2.295,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.317,2.775,2.322,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.73,3.997,3.378,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.923,4.28,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,6.19,4.356,3.065,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.135,3.354,2.721,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.046,4.117,3.359,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.519,3.72,2.507,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,2.666,1.495,0.838,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.577,3.668,2.94,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.806,4.171,3.62,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.458,1.846,1.386,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,8.281,4.779,2.758,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,7.749,4.347,2.439,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.577,3.81,3.172,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,5.097,4.105,3.306,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,11.974,8.134,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,5.609,4.575,3.732,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.025,4.101,2.791,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.97,3.302,2.746,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.23,4.803,3.703,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.018,3.665,2.677,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,8.122,4.545,2.543,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,6.843,3.854,2.171,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.497,3.191,2.264,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,2.176,1.584,1.153,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.766,3.652,2.313,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.497,3.721,3.079,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.669,3.612,2.794,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.26,3.689,2.587,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.588,4.469,3.574,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.771,3.824,2.534,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.295,2.43,1.792,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.521,3.785,2.595,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.818,3.365,2.966,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.19,4.161,2.797,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.933,3.433,1.986,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.202,4.061,3.17,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.768,6.194,5.669,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.353,3.533,1.965,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,7.369,5.597,4.251,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.034,3.316,2.184,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,8.505,5.423,3.458,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,4.022,3.04,2.298,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.463,4.376,3.505,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.878,4.149,3.529,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.473,4.422,3.021,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.594,4.455,3.01,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.391,2.947,1.611,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.925,3.798,2.929,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.441,3.14,2.22,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.28,5.083,4.114,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.933,2.896,1.7,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.003,4.341,3.767,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.8,4.596,3.642,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,6.99,5.202,3.871,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.813,3.245,2.762,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.703,4.425,3.433,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.456,3.39,2.106,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.081,3.02,2.235,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,6.213,3.823,2.352,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,6.322,4.509,3.216,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.636,3.812,3.134,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.787,4.607,3.668,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.22,4.068,3.17,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.969,3.98,3.188,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.435,4.436,3.621,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,5.038,3.642,2.633,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.632,4.647,3.834,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,7.123,4.933,3.416,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.876,5.105,4.435,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.156,5.198,4.389,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.176,3.904,2.945,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.925,3.979,3.215,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.806,3.916,2.641,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.052,4.557,3.431,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.211,2.366,1.743,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.335,3.759,2.649,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.705,2.029,1.111,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.276,4.066,3.134,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.777,4.171,3.011,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.691,3.849,3.158,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.77,4.944,3.611,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,7.042,4.079,2.363,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.156,5.124,4.265,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,8.024,4.352,2.36,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.182,4.955,3.972,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,6.281,5.36,4.574,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.437,4.742,4.136,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.568,4.56,3.166,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,25.6461538461538,0.83,0.83,NA,"Line","PE",1,0,1
"Center North Atlantic Gyre",24,6.446,3.863,2.315,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.726,3.867,2.612,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.59,3.408,1.762,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.823,3.947,3.23,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.772,1.65,0.722,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,7.942,4.712,2.796,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.284,4.459,3.763,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,6.106,3.798,2.362,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.711,5.05,3.8,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.195,3.981,3.051,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.234,2.983,1.427,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,5.617,3.395,2.052,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,6.529,3.823,2.239,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.534,3.529,2.25,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.629,3.683,2.41,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,7.912,4.392,2.438,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,7.949,4.515,2.565,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,7.136,5.228,3.83,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.573,4.036,2.923,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.493,3.074,2.459,NA,"Fragment","Other",0,0,0
"Center North Atlantic Gyre",24,5.761,3.309,1.901,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.283,2.656,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,4.419,3.395,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,2.08,1.849,0.009,NA,"Film","PE",1,1,0
"Center North Atlantic Gyre",24,1.605,1.14,0.81,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,7.34,3.511,1.679,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.377,3.395,2.633,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.906,2.313,1.09,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.75,3.025,2.44,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.947,2.962,2.223,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.891,2.99,1.828,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.079,3.604,2.557,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.591,2.829,2.229,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.222,3.564,2.432,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.588,2.558,1.426,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.93,3.488,2.052,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.295,4.029,3.066,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.36,3.619,2.444,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.233,3.14,2.329,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.044,4.266,3.608,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.907,3.6,2.641,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.303,3.079,1.788,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.846,3.615,2.697,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,6.505,3.607,2,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.181,2.442,1.151,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.096,3.292,2.646,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.457,3.292,2.432,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.429,3.024,1.684,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.01,3.065,2.343,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,4.735,2.701,1.541,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,4.944,3.807,2.931,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.473,3.678,3.024,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.634,3.904,3.289,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.996,3.433,2.949,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.061,3.094,2.357,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.708,3.186,2.737,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.909,3.277,2.747,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.149,2.598,1.311,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.772,4.186,3.672,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.274,2.791,2.379,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.061,3.368,2.793,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.428,2.674,1.615,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.327,3.536,2.89,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.851,3.202,2.662,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.473,3.257,2.372,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.839,3.745,2.898,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.452,3.372,2.554,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.907,3.518,2.095,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.14,3.837,2.864,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.909,3.274,2.742,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,5.35,3.888,2.826,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.212,3.528,2.955,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.111,2.839,1.961,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.933,2.624,1.396,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.304,2.912,1.97,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.745,2.792,1.643,NA,"Fragment","PP",0,0,0
"Center North Atlantic Gyre",24,4.326,3.14,2.279,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.451,2.992,2.011,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.745,3.433,2.484,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.591,2.847,2.257,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.193,3.129,2.335,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,4.15,2.791,1.877,NA,"Fragment","PE",0,0,0
"Center North Atlantic Gyre",24,3.75,2.648,1.87,NA,"Fragment","PE",0,0,0
